listing_id,name,host_id,host_name,host_is_superhost,host_listings_count,host_tenure_years,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price_clean,availability_365,calendar_days,available_days,unavailable_days,availability_rate,occupancy_proxy,number_of_reviews,total_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_communication,estimated_revenue_proxy,superhost_status,price_status,review_status,availability_rate_pct,occupancy_proxy_pct,host_portfolio_segment
568446,Pretty apt in the center of A'dam,2797260,Noriko,False,1.0,13.97,Centrum-Oost,52.37079,4.90153,Entire rental unit,Entire home/apt,3,2.0,,,0,365,0,365,0.0,1.0,108,108.0,4.82,4.57,4.92,4.88,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
570753,Southern Comfort near Vondelpark,2439449,Henriette,True,1.0,14.08,Zuid,52.34904,4.86765,Private room in bed and breakfast,Private room,3,1.0,2.0,87.0,179,365,179,186,0.4904,0.5096,402,402.0,4.88,4.93,4.85,4.92,16182.0,Superhost,Available Price,Has Reviews,49.04,50.96000000000001,Single-listing host
575603,Loft right in the city centre,2830952,Henning,False,1.0,13.96,Centrum-Oost,52.36112,4.89462,Entire loft,Entire home/apt,4,4.0,,,0,365,0,365,0.0,1.0,22,22.0,4.86,4.86,4.95,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
575615,Appartment in centre of Amsterdam.,2831228,Veronique,False,1.0,13.96,Centrum-Oost,52.37213,4.90293,Entire rental unit,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,40,40.0,4.75,4.64,4.9,4.78,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
579851,Private Studio on Spectacular Houseboat,2851886,Sonja,True,1.0,13.96,Westerpark,52.3904,4.88421,Private room in guest suite,Private room,2,1.0,1.0,152.0,6,365,6,359,0.0164,0.9836,640,640.0,4.97,4.97,4.81,4.97,54568.0,Superhost,Available Price,Has Reviews,1.6400000000000001,98.36,Single-listing host
582028,GREAT Full family apartment with great park view,2865851,Oliver,False,1.0,13.95,Slotervaart,52.36022,4.84346,Entire rental unit,Entire home/apt,6,3.0,1.0,187.0,112,365,112,253,0.3068,0.6932,13,13.0,4.77,4.77,4.38,5.0,47311.0,Non-Superhost,Available Price,Has Reviews,30.680000000000003,69.32000000000001,Single-listing host
582382,Spacious and well located,2868026,Emer,False,1.0,13.95,Oud-Noord,52.39442,4.91478,Entire townhouse,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,20,20.0,4.8,4.6,4.45,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
584258,Comfortable clean loft next to Vondelpark!,2878977,Jis,False,1.0,13.95,Zuid,52.35499,4.85384,Entire condo,Entire home/apt,2,1.0,,,5,365,5,360,0.0137,0.9863,23,23.0,5.0,5.0,4.96,5.0,,Non-Superhost,Missing Price,Has Reviews,1.37,98.63,Single-listing host
588020,Large 3 bedroom apartment surrounde,1759884,Ivan,False,3.0,14.34,Centrum-Oost,52.36918,4.91316,Entire rental unit,Entire home/apt,6,3.0,6.0,360.0,255,365,255,110,0.6986,0.3014,391,391.0,4.57,4.63,4.79,4.64,39600.0,Non-Superhost,Available Price,Has Reviews,69.86,30.14,Small portfolio host
590236,Our Cozy Third floor Home,2912339,Kelli,False,1.0,13.94,De Baarsjes - Oud-West,52.36809,4.85436,Entire condo,Entire home/apt,2,1.0,1.0,180.0,256,365,256,109,0.7014,0.2986,61,61.0,4.89,4.87,4.82,4.95,19620.0,Non-Superhost,Available Price,Has Reviews,70.14,29.86,Single-listing host
590386,amazing apartment in Amsterdam!!,2913467,Ido,False,1.0,13.94,Watergraafsmeer,52.35567,4.93175,Entire rental unit,Entire home/apt,4,4.0,,,0,365,0,365,0.0,1.0,10,10.0,4.89,5.0,4.8,4.9,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
590681,Beautiful large family garden house Vondelpark,2914846,Lotte,False,1.0,13.94,Zuid,52.34788,4.8506,Entire rental unit,Entire home/apt,4,4.0,1.0,280.0,10,365,10,355,0.0274,0.9726,29,29.0,4.93,4.72,4.59,5.0,99400.0,Non-Superhost,Available Price,Has Reviews,2.74,97.26,Single-listing host
591951,House at waterfront in Amsterdam + parking place,2580855,Martine,False,1.0,14.03,Bijlmer-Oost,52.32582,4.98403,Entire home,Entire home/apt,4,3.0,5.0,319.0,363,365,363,2,0.9945,0.0055,72,72.0,4.8,4.72,4.54,4.94,638.0,Non-Superhost,Available Price,Has Reviews,99.45,0.5499999999999999,Single-listing host
606871,Modern Houseboat | Jordaan area | A unique stay!,3007402,Diewert,True,1.0,13.92,Westerpark,52.37621,4.87075,Private room in houseboat,Private room,2,1.0,1.0,164.0,319,365,319,46,0.874,0.126,629,629.0,4.8,4.85,4.71,4.87,7544.0,Superhost,Available Price,Has Reviews,87.4,12.6,Single-listing host
608432,Sleep at Amy's B'n'B Front Room,3015785,Erik And Mary Jo,True,2.0,13.91,Centrum-West,52.381996,4.888583,Private room in bed and breakfast,Private room,2,0.0,1.0,110.0,54,365,54,311,0.1479,0.8521,1002,1002.0,4.78,4.79,4.91,4.93,34210.0,Superhost,Available Price,Has Reviews,14.790000000000001,85.21,Small portfolio host
613088,Your own cottage in the countryside,3040748,Henk,False,11.0,13.91,Noord-Oost,52.41016,4.96369,Private room in farm stay,Private room,2,1.0,1.0,81.0,248,365,248,117,0.6795,0.3205,415,415.0,4.86,4.81,4.78,4.9,9477.0,Non-Superhost,Available Price,Has Reviews,67.95,32.05,Medium portfolio host
620056,"Light, spacious apartment in cool Westerpark area",2782084,Marieke,False,1.0,13.98,Westerpark,52.3884,4.87148,Entire rental unit,Entire home/apt,2,1.0,1.0,212.0,75,365,75,290,0.2055,0.7945,34,34.0,4.97,4.94,4.76,5.0,61480.0,Non-Superhost,Available Price,Has Reviews,20.549999999999997,79.45,Single-listing host
623123,Beautiful and spacious apartment with big rooftop,2695123,Janne,False,1.0,14.0,De Baarsjes - Oud-West,52.36247,4.86534,Entire condo,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,41,41.0,4.98,4.88,4.98,4.98,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
627188,Sleep at Amy's B'n'B Garden Room,3015785,Erik And Mary Jo,True,2.0,13.91,Centrum-West,52.381996,4.888583,Private room in bed and breakfast,Private room,2,0.0,1.0,112.0,56,365,56,309,0.1534,0.8466,692,692.0,4.87,4.86,4.94,4.98,34608.0,Superhost,Available Price,Has Reviews,15.340000000000002,84.66,Small portfolio host
627213,"Houseboat near museums, the Pijp, two lovely cats",3113556,Ingmar,False,1.0,13.89,Zuid,52.35094,4.88552,Houseboat,Entire home/apt,5,3.0,,,0,365,0,365,0.0,1.0,17,17.0,5.0,4.65,4.94,4.94,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
638555,Harbour View Houseboat,2531171,Carmen,True,1.0,14.05,Oostelijk Havengebied - Indische Buurt,52.37696,4.94073,Houseboat,Entire home/apt,4,4.0,,,0,365,0,365,0.0,1.0,23,23.0,5.0,4.78,4.87,5.0,,Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
646957,Cosy happy family appartment,3243217,Luuk,False,1.0,13.85,De Pijp - Rivierenbuurt,52.34699973417133,4.891685356600203,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,8,8.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
654931,"A-location, ensuite bathroom, centre - Milkmaid -",3278419,Matthijs,True,2.0,13.85,Centrum-West,52.37167,4.8948,Room in bed and breakfast,Hotel room,2,1.0,1.0,178.0,229,365,229,136,0.6274,0.3726,1036,1036.0,4.89,4.92,4.94,4.96,24208.0,Superhost,Available Price,Has Reviews,62.739999999999995,37.26,Small portfolio host
655216,A-location ensuite bathroom centre 'Pearl Earring',3278419,Matthijs,True,2.0,13.85,Centrum-West,52.37098,4.89434,Room in bed and breakfast,Hotel room,2,1.0,1.0,166.0,237,365,237,128,0.6493,0.3507,949,949.0,4.91,4.94,4.96,4.97,21248.0,Superhost,Available Price,Has Reviews,64.92999999999999,35.07,Small portfolio host
660856,Entire house / 4 floors art-filled family-friendly,3336575,Maaike,False,1.0,13.83,Watergraafsmeer,52.3551,4.93262,Entire townhouse,Entire home/apt,5,4.0,6.0,395.0,0,365,0,365,0.0,1.0,44,44.0,4.84,4.34,4.84,4.93,144175.0,Non-Superhost,Available Price,Has Reviews,0.0,100.0,Single-listing host
664697,Design Waterfront flat near station,1406783,Alicia,False,2.0,14.6,Oud-Noord,52.38537,4.90241,Entire loft,Entire home/apt,2,1.0,3.0,87.0,225,365,225,140,0.6164,0.3836,62,62.0,4.33,4.23,4.61,4.6,12180.0,Non-Superhost,Available Price,Has Reviews,61.63999999999999,38.36,Small portfolio host
667305,"Green, sportive experience in A'dam",3375589,Fred Alexander,False,1.0,13.82,Noord-West,52.41878,4.89397,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,48,48.0,4.98,4.94,4.89,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
683431,Nice Room near to RAI and downtown,2309485,Ned,False,1.0,14.12,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room in rental unit,Private room,2,1.0,1.0,115.0,186,365,186,179,0.5096,0.4904,774,774.0,4.7,4.62,4.74,4.93,20585.0,Non-Superhost,Available Price,Has Reviews,50.96000000000001,49.04,Single-listing host
685990,Small Room in quiet zon near centre Amsterdam,3498674,Nadia,True,3.0,13.79,Geuzenveld - Slotermeer,52.38296,4.83786,Private room in home,Private room,2,1.0,2.0,77.0,271,365,271,94,0.7425,0.2575,439,439.0,4.82,4.88,4.54,4.94,7238.0,Superhost,Available Price,Has Reviews,74.25,25.75,Small portfolio host
689623,City beach apartment,2272095,Katinka,True,1.0,14.14,Centrum-Oost,52.37174,4.92579,Entire rental unit,Entire home/apt,2,1.0,1.0,162.0,70,365,70,295,0.1918,0.8082,98,98.0,4.76,4.56,4.65,4.86,47790.0,Superhost,Available Price,Has Reviews,19.18,80.82000000000001,Single-listing host
694850,Quiet room in Amsterdam Center,3556421,Mirjam,True,1.0,13.77,Centrum-West,52.37276,4.89932,Private room in rental unit,Private room,2,1.0,1.0,90.0,31,365,31,334,0.0849,0.9151,774,774.0,4.83,4.84,4.9,4.96,30060.0,Superhost,Available Price,Has Reviews,8.49,91.51,Single-listing host
696113,"Stylish Oasis Near City, Lake and Green",3564543,Daniel,False,1.0,13.77,IJburg - Zeeburgereiland,52.36158,4.97639,Entire rental unit,Entire home/apt,4,2.0,3.0,233.0,339,365,339,26,0.9288,0.0712,27,27.0,4.81,4.81,4.67,4.77,6058.0,Non-Superhost,Available Price,Has Reviews,92.88,7.12,Single-listing host
697153,"Lovely house, centrally located!",680246,Jennifer,False,1.0,15.04,Bos en Lommer,52.374,4.83851,Entire home,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
698672,Cosy and stylish flat in popular Oud-West,2302855,Miriam,False,1.0,14.12,De Baarsjes - Oud-West,52.36706,4.86465,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,60,60.0,4.8,4.8,4.73,4.9,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
701812,Amsterdam OLD SOUTH Comfort apt 3,3601944,Jacob,True,4.0,13.75,Zuid,52.35499,4.87262,Entire rental unit,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,14,14.0,4.71,4.43,4.86,4.86,,Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
702894,"Cozy and light in Bos en Lommer, 96 m²",3607736,Elmar,False,2.0,13.75,Bos en Lommer,52.37449,4.84762,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,85,85.0,4.87,4.79,4.63,4.95,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
708528,Independent Studio in 'De Pijp',3644216,Jeremie,True,1.0,13.74,De Pijp - Rivierenbuurt,52.35537,4.89477,Private room in rental unit,Private room,2,1.0,,,1,365,1,364,0.0027,0.9973,265,265.0,4.89,4.9,4.93,4.96,,Superhost,Missing Price,Has Reviews,0.27,99.72999999999999,Single-listing host
716107,Loft style home nearby city centre,3689867,Marijke,False,1.0,13.73,De Baarsjes - Oud-West,52.36462,4.86824,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,175,175.0,4.72,4.65,4.67,4.84,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
728144,Beautiful loft in center Amsterdam,3775786,Aren,False,1.0,13.71,Centrum-Oost,52.36112,4.89632,Entire loft,Entire home/apt,4,4.0,5.0,463.0,4,365,4,361,0.011,0.989,151,151.0,4.9,4.71,4.95,4.97,167143.0,Non-Superhost,Available Price,Has Reviews,1.0999999999999999,98.9,Single-listing host
728145,Superb loft apartment in de Pijp!,1902079,Martijn,False,1.0,14.28,De Pijp - Rivierenbuurt,52.35258865356445,4.894248962402344,Entire rental unit,Entire home/apt,2,1.0,1.0,225.0,0,365,0,365,0.0,1.0,70,70.0,4.99,4.99,4.94,4.97,82125.0,Non-Superhost,Available Price,Has Reviews,0.0,100.0,Single-listing host
729260,Great location modern apartment,3788198,Martin,False,1.0,13.7,Centrum-West,52.38079,4.88536,Entire rental unit,Entire home/apt,2,1.0,1.0,184.0,287,365,287,78,0.7863,0.2137,108,108.0,4.71,4.19,4.91,4.89,14352.0,Non-Superhost,Available Price,Has Reviews,78.63,21.37,Single-listing host
729317,Suite 2 Stay - studio Beautiful Barok - canal area,3788673,Laurens En Petra,True,2.0,13.7,Centrum-Oost,52.36052,4.89568,Private room in bed and breakfast,Private room,2,1.0,1.0,147.0,50,365,50,315,0.137,0.863,218,218.0,4.7,4.66,4.84,4.81,46305.0,Superhost,Available Price,Has Reviews,13.700000000000001,86.3,Small portfolio host
730916,Room with a view,3267693,Santiago & Tony,True,2.0,13.85,Westerpark,52.3731,4.86859,Private room in rental unit,Private room,2,,,,0,365,0,365,0.0,1.0,453,453.0,4.75,4.78,4.74,4.86,,Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
733654,FAMILY HOME WITH SUNNY PRIVATE GARDEN IN CENTER,3823268,Geerke,False,1.0,13.69,Centrum-Oost,52.37098,4.9227,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,14,14.0,5.0,4.86,4.86,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
741043,Modern  stylish villa: My Amsterdam Houseboat,3877342,Nicole,True,3.0,13.68,Westerpark,52.37654,4.87003,Boat,Entire home/apt,4,3.0,3.0,590.0,208,365,208,157,0.5699,0.4301,92,92.0,4.85,4.78,4.8,4.93,92630.0,Superhost,Available Price,Has Reviews,56.989999999999995,43.01,Small portfolio host
742160,Historical sailing ship in the center of Amsterdam,1582128,Jorn,True,2.0,14.45,Centrum-Oost,52.36719,4.92061,Boat,Entire home/apt,16,8.0,22.0,948.0,304,365,304,61,0.8329,0.1671,152,152.0,4.81,4.67,4.53,4.91,57828.0,Superhost,Available Price,Has Reviews,83.28999999999999,16.71,Small portfolio host
744659,Private luxury B&B near Amstel,3518386,Kristel,True,1.0,13.78,Oud-Oost,52.35659,4.90827,Entire guest suite,Entire home/apt,2,1.0,1.0,125.0,189,365,189,176,0.5178,0.4822,363,363.0,4.94,4.99,4.89,4.93,22000.0,Superhost,Available Price,Has Reviews,51.78,48.22,Single-listing host
746067,Beautiful apartment in canal house,3713242,Barbara,False,2.0,13.72,Centrum-West,52.38295,4.88726,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,91,91.0,4.73,4.62,4.91,4.91,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
751626,"Light, quiet, cozy, central",3703205,Judith,False,1.0,13.73,Oud-Oost,52.35206604003906,4.915624141693115,Entire rental unit,Entire home/apt,4,2.0,,,2,365,2,363,0.0055,0.9945,32,32.0,4.72,4.72,4.61,4.91,,Non-Superhost,Missing Price,Has Reviews,0.5499999999999999,99.45,Single-listing host
754613,Canal house - Heart of Amsterdam,3970753,Take & Eline,True,2.0,13.65,Centrum-Oost,52.37266,4.90456,Entire rental unit,Entire home/apt,4,1.0,3.0,429.0,173,365,173,192,0.474,0.526,505,505.0,4.95,4.97,4.97,4.96,82368.0,Superhost,Available Price,Has Reviews,47.4,52.6,Small portfolio host
755431,A special spot near the Jordaan ideal for two,3975477,Anna And Robert,True,1.0,13.65,De Baarsjes - Oud-West,52.37066,4.87405,Private room in rental unit,Private room,2,1.0,2.0,123.0,169,365,169,196,0.463,0.537,388,388.0,4.95,4.94,4.94,4.97,24108.0,Superhost,Available Price,Has Reviews,46.300000000000004,53.7,Single-listing host
758475,"Central apartment 50m2, Old West Jordaan.",1387938,Mathi,False,1.0,14.61,De Baarsjes - Oud-West,52.36827,4.87107,Entire rental unit,Entire home/apt,4,1.0,,,0,365,0,365,0.0,1.0,39,39.0,4.74,4.51,4.74,4.87,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
759060,Spacious delightful Canalhouse,4000086,Ingo & Marlies,False,1.0,13.65,Centrum-West,52.3677,4.88846,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,106,106.0,4.94,4.92,5.0,4.98,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
759299,beautiful spacious appartment near Vondelpark,3548522,Susanne,False,1.0,13.77,De Baarsjes - Oud-West,52.36115,4.85209,Entire condo,Entire home/apt,4,3.0,4.0,255.0,2,365,2,363,0.0055,0.9945,18,18.0,4.89,4.89,4.94,4.89,92565.0,Non-Superhost,Available Price,Has Reviews,0.5499999999999999,99.45,Single-listing host
760074,"Nice Apartment 50m2, East Side!",3661217,Dorien,False,1.0,13.74,Oostelijk Havengebied - Indische Buurt,52.36501,4.93792,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,13,13.0,4.92,4.92,4.77,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
761411,Amsterdam sweethome - Clean Quiet Safe,4013546,Xsjong,True,2.0,13.64,Noord-Oost,52.40164,4.95106,Private room in condo,Private room,1,,,,0,365,0,365,0.0,1.0,346,346.0,4.76,4.9,4.45,4.92,,Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
768274,Amazing Canal Loft,3678216,J & R,False,1.0,13.73,Westerpark,52.38855,4.88521,Entire rental unit,Entire home/apt,2,1.0,1.0,295.0,190,365,190,175,0.5205,0.4795,84,84.0,4.83,4.89,4.86,4.93,51625.0,Non-Superhost,Available Price,Has Reviews,52.05,47.949999999999996,Single-listing host
768737,"Room, brandnew luxurious houseboat",3877342,Nicole,True,3.0,13.68,Westerpark,52.37824,4.86826,Private room in boat,Private room,2,1.0,1.0,131.0,16,365,16,349,0.0438,0.9562,405,405.0,4.83,4.86,4.74,4.89,45719.0,Superhost,Available Price,Has Reviews,4.38,95.62,Small portfolio host
771217,Lovely Amsterdam Houseboat,4068486,Danielle,False,1.0,13.62,Zuid,52.34125,4.8501,Houseboat,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,10,10.0,5.0,5.0,4.67,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
771343,City Centre Room. En-suite Shower. Roof Terrace.,2313061,Marcel,True,2.0,14.12,Centrum-West,52.37594,4.88387,Private room in bed and breakfast,Private room,2,1.0,1.0,122.0,211,365,211,154,0.5781,0.4219,902,902.0,4.91,4.92,4.97,4.92,18788.0,Superhost,Available Price,Has Reviews,57.809999999999995,42.19,Small portfolio host
771758,Nice and Cozy Room Offered in Amsterdam,195859,Gianni,False,2.0,15.87,Slotervaart,52.34985,4.83578,Private room in bed and breakfast,Private room,2,1.0,1.0,60.0,322,365,322,43,0.8822,0.1178,374,374.0,4.63,4.89,4.41,4.78,2580.0,Non-Superhost,Available Price,Has Reviews,88.22,11.78,Small portfolio host
775655,the Boathouse bed&bike A'dam centre,4091515,Karin,False,1.0,13.62,Centrum-Oost,52.37026,4.89931,Private room in rental unit,Private room,2,1.0,1.0,137.0,330,365,330,35,0.9041,0.0959,555,555.0,4.6,4.61,4.94,4.8,4795.0,Non-Superhost,Available Price,Has Reviews,90.41,9.59,Single-listing host
780674,Beautiful apartment in city centre,4117326,Bas,False,1.0,13.61,Centrum-Oost,52.36855,4.90766,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,36,36.0,4.89,4.81,4.92,4.89,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
782254,Beautiful apt in city center for FAMILIES ONLY,4125951,Daniela,False,1.0,13.6,Centrum-West,52.37156696551477,4.8905172796882574,Entire rental unit,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,67,67.0,4.71,4.69,4.94,4.8,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
794322,Romantic Houseboat in the center,4184910,Lydia,True,1.0,13.59,Centrum-Oost,52.36863707410021,4.899095646157325,Private room in boat,Private room,2,1.0,1.0,199.0,299,365,299,66,0.8192,0.1808,446,446.0,4.78,4.65,4.94,4.75,13134.0,Superhost,Available Price,Has Reviews,81.92,18.08,Single-listing host
796683,Spacious house in Helmersdistrict for families,3732811,Francisca B M,False,1.0,13.72,De Baarsjes - Oud-West,52.36087,4.87017,Entire home,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,15,15.0,4.93,4.87,4.86,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
800723,mediterranean ambiance appartment,4215174,Hinde,False,1.0,13.58,De Baarsjes - Oud-West,52.36884,4.86127,Entire rental unit,Entire home/apt,4,2.0,2.0,118.0,125,365,125,240,0.3425,0.6575,18,18.0,4.83,4.67,4.67,5.0,28320.0,Non-Superhost,Available Price,Has Reviews,34.25,65.75,Single-listing host
801544,Charlie + Coco's Apartment,1657181,Charlie,False,1.0,14.4,De Pijp - Rivierenbuurt,52.35205,4.90267,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,105,105.0,4.57,4.4,4.78,4.72,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
802052,Sleeping in a unique ship in the center of A'dam!,4221960,Peter,True,1.0,13.57,Centrum-Oost,52.36476,4.90925,Private room in houseboat,Private room,2,1.0,1.0,140.0,220,365,220,145,0.6027,0.3973,1445,1445.0,4.94,4.96,4.92,4.97,20300.0,Superhost,Available Price,Has Reviews,60.27,39.73,Single-listing host
805330,Sunny & Bright 3 bed apt with Roof terrace,4239235,Felice,False,1.0,13.57,De Pijp - Rivierenbuurt,52.34725,4.89341,Entire condo,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,20,20.0,4.9,4.9,4.75,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
